
TASKTYPE,ECCMAGNITUDE,TRIAL,RT,CUE,CUEVALIDITY,STIMCOLOR,STIMLOC,RESPONSE,CORRECTRESPONSE,ACCURACY,STIMWAITTIME,TAG,RULES
RETINOTOPICTASK,Intermediate,400,1,524,Yellow,2.2243e-279,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Intermediate,250,2,400,Blue,2.2243e-279,J,F,INCORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Retinotopic,400,3,350,Yellow,2.2243e-279,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Intermediate,250,4,450,Yellow,2.2243e-279,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Retinotopic,50,5,424,Blue,2.2243e-279,J,F,INCORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Spatiotopic,250,6,400,Yellow,2.2243e-279,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Intermediate,50,7,350,Red,2.2243e-279,J,F,INCORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Retinotopic,400,8,450,Yellow,2.2243e-279,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Retinotopic,400,9,724,Red,2.2243e-279,J,F,INCORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Retinotopic,400,10,450,Green,2.2243e-279,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Spatiotopic,50,1,524,Red,6.849e-303,J,F,INCORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Spatiotopic,250,2,400,Red,6.849e-303,J,F,INCORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Spatiotopic,250,3,374,Yellow,6.849e-303,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Intermediate,250,4,350,Green,6.849e-303,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Spatiotopic,250,5,350,Green,6.849e-303,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Intermediate,250,6,400,Green,6.849e-303,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Intermediate,50,7,400,Blue,6.849e-303,J,F,INCORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Spatiotopic,250,8,400,Red,6.849e-303,J,F,INCORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Spatiotopic,250,9,400,Yellow,6.849e-303,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Spatiotopic,50,10,350,Red,6.849e-303,J,F,INCORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Spatiotopic,250,1,574,Green,0,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Intermediate,50,2,374,Yellow,0,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Intermediate,250,3,424,Green,0,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Intermediate,400,4,350,Blue,0,J,F,INCORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Intermediate,250,5,350,Yellow,0,J,J,CORRECT,Draft,retinotopic.prs
RETINOTOPICTASK,Retinotopic,50,6,700,Green,0,J,J,CORRECT,Draft,retinotopic.prs
